subtype,year,hemisphere,clade,freq_prev,E_pre_fit,E_pre_freq,G_pre_fit,G_pre_freq,D_pre_fit,D_pre_freq,E+G_pre_fit,E+G_pre_freq,E+D_pre_fit,E+D_pre_freq,G+D_pre_fit,G+D_pre_freq,E+G+D_pre_fit,E+G+D_pre_freq
H3N2,2023,north,3C.2a1b.2a.2a.1b,0.161727,-2.228755,0.036556,-0.594438,0.178487,-0.130145,0.191819,-2.823193,0.039977,-0.87756,0.182591,-0.535282,0.23305,-1.421722,0.201251
H3N2,2023,north,3C.2a1b.2a.2a.3,0.035323,-0.015665,0.073008,-0.731957,0.033975,-2.08416,0.005937,-0.747622,0.069581,-2.678964,0.006583,-2.912291,0.004725,-3.391533,0.006131
H3N2,2023,north,3C.2a1b.2a.2a.3a.1,0.091758,-1.727046,0.034254,-0.659608,0.094878,-0.14497,0.10723,-2.386654,0.035096,-0.877131,0.10364,-0.730834,0.108739,-1.531185,0.102344
H3N2,2023,north,3C.2a1b.2a.2a.3b,0.012722,-1.531799,0.005773,-0.72926,0.012269,-0.151292,0.014773,-2.261058,0.005517,-0.877164,0.014369,-0.969694,0.011873,-1.666186,0.012397
H3N2,2023,north,3C.2a1b.2a.2b,0.568277,-0.451014,0.759982,-0.681949,0.574618,-0.149735,0.66094,-1.132964,0.761456,-0.828924,0.673566,-0.806048,0.624648,-1.490606,0.660085
H3N2,2023,south,3C.2a1b.1a,0.00331,-2.088372,0.000811,-0.78236,0.002961,-2.066652,0.000637,-2.870732,0.000722,-2.809898,0.000603,-3.085117,0.000409,-3.723453,0.000448
H3N2,2023,south,3C.2a1b.2a.1a,0.018431,-1.163745,0.011389,-0.739653,0.017206,-0.020959,0.027436,-1.903398,0.01057,-0.734034,0.026747,-0.877126,0.020707,-1.535758,0.022244
H3N2,2023,south,3C.2a1b.2a.2a,0.055829,-2.711699,0.007337,-0.669548,0.055905,-1.879422,0.012957,-3.381247,0.007304,-2.640825,0.012036,-2.496121,0.012425,-3.335264,0.011143
H3N2,2023,south,3C.2a1b.2a.2a.1,0.469983,-0.612665,0.503898,-0.647209,0.481252,-0.022968,0.698216,-1.259874,0.512979,-0.711923,0.69729,-0.571547,0.71674,-1.312618,0.709029
H3N2,2023,south,3C.2a1b.2a.2a.1a,0.160777,-1.802265,0.052462,-0.606786,0.171423,-1.095979,0.081682,-2.409051,0.055611,-1.830499,0.077941,-1.532415,0.0938,-2.387521,0.08279
H3N2,2023,south,3C.2a1b.2a.2a.2,0.023978,-2.098532,0.005818,-0.669698,0.024007,-1.865412,0.005644,-2.76823,0.005791,-2.608961,0.005337,-2.482583,0.005409,-3.290716,0.005004
